Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version
ENSG00000187191,ENSG00000187191.14,ENST00000315357,ENST00000315357.9
ENSG00000205916,ENSG00000205916.11,ENST00000449750,ENST00000449750.7
ENSG00000205916,ENSG00000205916.11,ENST00000382314,ENST00000382314.6
ENSG00000205916,ENSG00000205916.11,ENST00000634662,ENST00000634662.1
ENSG00000205916,ENSG00000205916.11,ENST00000382296,ENST00000382296.4
ENSG00000205916,ENSG00000205916.11,ENST00000415508,ENST00000415508.6
ENSG00000205916,ENSG00000205916.11,ENST00000440066,ENST00000440066.6
ENSG00000205916,ENSG00000205916.11,ENST00000382432,ENST00000382432.9
ENSG00000278602,ENSG00000278602.1,ENST00000616864,ENST00000616864.1
ENSG00000223978,ENSG00000223978.1,ENST00000440402,ENST00000440402.1
ENSG00000278197,ENSG00000278197.1,ENST00000618453,ENST00000618453.1
ENSG00000230819,ENSG00000230819.1,ENST00000451173,ENST00000451173.1
ENSG00000185894,ENSG00000185894.8,ENST00000382287,ENST00000382287.5
ENSG00000185894,ENSG00000185894.8,ENST00000602559,ENST00000602559.5
ENSG00000185894,ENSG00000185894.8,ENST00000602680,ENST00000602680.1
ENSG00000185894,ENSG00000185894.8,ENST00000618574,ENST00000618574.1
ENSG00000228296,ENSG00000228296.1,ENST00000456123,ENST00000456123.1
ENSG00000236379,ENSG00000236379.2,ENST00000454995,ENST00000454995.1
ENSG00000274899,ENSG00000274899.1,ENST00000619436,ENST00000619436.1
ENSG00000223641,ENSG00000223641.2,ENST00000421387,ENST00000421387.2
ENSG00000227633,ENSG00000227633.1,ENST00000423333,ENST00000423333.1
ENSG00000279115,ENSG00000279115.2,ENST00000624491,ENST00000624491.2
ENSG00000228786,ENSG00000228786.5,ENST00000427373,ENST00000427373.5
ENSG00000228786,ENSG00000228786.5,ENST00000611754,ENST00000611754.1
ENSG00000233652,ENSG00000233652.1,ENST00000416803,ENST00000416803.1
ENSG00000233944,ENSG00000233944.1,ENST00000447588,ENST00000447588.1
ENSG00000223636,ENSG00000223636.1,ENST00000413867,ENST00000413867.1
ENSG00000172297,ENSG00000172297.7,ENST00000416946,ENST00000416946.1
ENSG00000278242,ENSG00000278242.1,ENST00000606439,ENST00000606439.2
ENSG00000284380,ENSG00000284380.1,ENST00000623198,ENST00000623198.2
ENSG00000172294,ENSG00000172294.7,ENST00000333235,ENST00000333235.3
ENSG00000240450,ENSG00000240450.1,ENST00000306641,ENST00000306641.1
ENSG00000239304,ENSG00000239304.1,ENST00000419538,ENST00000419538.1
ENSG00000233619,ENSG00000233619.1,ENST00000437571,ENST00000437571.1
ENSG00000197092,ENSG00000197092.5,ENST00000441780,ENST00000441780.1
ENSG00000235583,ENSG00000235583.2,ENST00000421819,ENST00000421819.1
ENSG00000237823,ENSG00000237823.1,ENST00000411668,ENST00000411668.1
ENSG00000229709,ENSG00000229709.1,ENST00000424581,ENST00000424581.1
ENSG00000232064,ENSG00000232064.1,ENST00000412220,ENST00000412220.1
ENSG00000225609,ENSG00000225609.1,ENST00000447528,ENST00000447528.1
ENSG00000172288,ENSG00000172288.7,ENST00000361963,ENST00000361963.3
ENSG00000172288,ENSG00000172288.7,ENST00000306609,ENST00000306609.4
ENSG00000270535,ENSG00000270535.1,ENST00000604436,ENST00000604436.1
ENSG00000225287,ENSG00000225287.1,ENST00000431179,ENST00000431179.1
ENSG00000225256,ENSG00000225256.1,ENST00000426293,ENST00000426293.1
ENSG00000223856,ENSG00000223856.1,ENST00000443911,ENST00000443911.1
ENSG00000235004,ENSG00000235004.1,ENST00000430729,ENST00000430729.1
ENSG00000252426,ENSG00000252426.1,ENST00000516617,ENST00000516617.1
ENSG00000231141,ENSG00000231141.1,ENST00000417334,ENST00000417334.1
ENSG00000232614,ENSG00000232614.1,ENST00000429406,ENST00000429406.1
ENSG00000225326,ENSG00000225326.1,ENST00000412165,ENST00000412165.1
ENSG00000223406,ENSG00000223406.1,ENST00000449659,ENST00000449659.1
ENSG00000229343,ENSG00000229343.1,ENST00000451423,ENST00000451423.1
ENSG00000232695,ENSG00000232695.1,ENST00000414751,ENST00000414751.1
ENSG00000235511,ENSG00000235511.1,ENST00000420889,ENST00000420889.1
ENSG00000232914,ENSG00000232914.1,ENST00000421750,ENST00000421750.1
ENSG00000223655,ENSG00000223655.1,ENST00000412737,ENST00000412737.1
ENSG00000230854,ENSG00000230854.1,ENST00000419224,ENST00000419224.1
ENSG00000252625,ENSG00000252625.1,ENST00000516816,ENST00000516816.1
ENSG00000227635,ENSG00000227635.1,ENST00000420603,ENST00000420603.1
ENSG00000237546,ENSG00000237546.1,ENST00000440468,ENST00000440468.1
ENSG00000172283,ENSG00000172283.10,ENST00000306589,ENST00000306589.7
ENSG00000227867,ENSG00000227867.1,ENST00000436690,ENST00000436690.1
ENSG00000231716,ENSG00000231716.1,ENST00000451661,ENST00000451661.1
ENSG00000234744,ENSG00000234744.1,ENST00000421008,ENST00000421008.1
ENSG00000233156,ENSG00000233156.1,ENST00000437934,ENST00000437934.1
ENSG00000234888,ENSG00000234888.1,ENST00000411536,ENST00000411536.1
ENSG00000215507,ENSG00000215507.10,ENST00000448881,ENST00000448881.5
ENSG00000215507,ENSG00000215507.10,ENST00000400476,ENST00000400476.2
ENSG00000235014,ENSG00000235014.1,ENST00000439103,ENST00000439103.1
ENSG00000225876,ENSG00000225876.1,ENST00000426199,ENST00000426199.1
ENSG00000251796,ENSG00000251796.1,ENST00000515987,ENST00000515987.1
ENSG00000229238,ENSG00000229238.3,ENST00000367272,ENST00000367272.4
ENSG00000252948,ENSG00000252948.1,ENST00000517139,ENST00000517139.1
ENSG00000233843,ENSG00000233843.1,ENST00000417124,ENST00000417124.1
ENSG00000188399,ENSG00000188399.5,ENST00000344424,ENST00000344424.4
ENSG00000277146,ENSG00000277146.1,ENST00000619329,ENST00000619329.1
ENSG00000215506,ENSG00000215506.5,ENST00000258589,ENST00000258589.8
ENSG00000224240,ENSG00000224240.1,ENST00000420810,ENST00000420810.1
ENSG00000227629,ENSG00000227629.1,ENST00000456738,ENST00000456738.1
ENSG00000237917,ENSG00000237917.1,ENST00000435945,ENST00000435945.1
ENSG00000231514,ENSG00000231514.1,ENST00000435741,ENST00000435741.1
ENSG00000235857,ENSG00000235857.1,ENST00000431853,ENST00000431853.1
